,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
14095,202212,PE,CONSULTORA,MASIVO,3383_3500_324425_324425,3,SET,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,130.0,19.66,1.0,186612.27,0.848769,0.849821,0.084092,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
14097,202317,PE,CONSULTORA,MASIVO,2711_2938_32549_32549,2,SET,200010080,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES FIORI 50ML,96.0,27.11,1.0,4571.09,0.717604,0.71761,0.001364,FIORI,DAMAS,ACTIVO,202202.0
14098,202313,PE,CONSULTORA,MASIVO,1065_1099_14509_14509,999,VOLUMEN,200102575,10,COSMETICOS,B,ESIKA,FRAGANCIAS,12,MUESTRAS COSMETICOS,287,COLONIA MASCULINA,0,0,ES MAGN ABSOLUTE PROB 2 ML,1.9,1.25,10.0,1.06,0.342105,0.342105,7e-06,MAGNETIC ABSOLUTE,FRAGANCIAS,A DESCONTINUAR CONGELADO,202215.0
14099,202214,PE,CONSULTORA,MASIVO,4011_4154_336757_336757,999,VOLUMEN,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,95.0,29.48,1.0,3647.2,0.689684,0.689752,0.001108,MERCI,DAMAS,INACTIVO,201401.0
14104,202207,PE,CONSULTORA,MASIVO,1202_1236_297505_297505,2,SET,P0602155135,50,APOYO,B,ESIKA,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,6.0,0.0,1.0,0.0,1.0,0.692021,0.014235,,,,
14105,202206,PE,CONSULTORA,MASIVO,1291_1373_292790_292790,999,VOLUMEN,200095625,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES EXPRESS SENS DESO 50ML,18.0,6.96,3.0,1451.36,0.613333,0.626537,0.001947,EXPRESSION SENS,DESODORANTES,ACTIVO,202115.0
14108,202308,PE,CONSULTORA,MASIVO,1446_1583_1434_1434,999,VOLUMEN,200089499,10,COSMETICOS,B,ESIKA,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,18,DESMANCHADORAS-ACLARADORAS,0,0,ES TAC MAX ACLARADORA 120G,58.0,24.9,1.0,18968.91,0.57069,0.57069,0.006568,TRIPLE ACCIÓN MAX,PARA ROSTRO,ACTIVO,202414.0
14109,202317,PE,CONSULTORA,MASIVO,1349_1489_31046_31046,999,VOLUMEN,200106290,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES DORSAY INSPIRE PARF 90 ML,166.0,37.48,8.0,42666.44,0.774217,0.744164,0.009209,D'ORSAY INSPIRE,CABALLEROS,ACTIVO,202208.0
14110,202308,PE,CONSULTORA,MASIVO,1422_1498_1349_1349,999,VOLUMEN,200046331,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES VANILLA SCE DESO 50ML,36.9,7.63,3.0,2943.36,0.793225,0.716036,0.003324,VANILLA SCENT,DESODORANTES,,201404.0
14111,202207,PE,CONSULTORA,MASIVO,2827_2932_299264_299264,3,SET,200014172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES MOMENTOS TALCO PERF 140G,36.0,14.76,1.0,25.02,0.59,0.591,1.5e-05,MOMENTOS / FANTASIA,TALCOS,INACTIVO,201401.0
14113,202403,PE,CONSULTORA,MASIVO,3339_3570_48661_48661,3,SET,P0210133000,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LABIAL 24HR 2G,47.0,13.5,1.0,1018.16,0.712766,0.719375,0.001035,COLORFIX,PARA LABIOS,A DESCONTINUAR CONGELADO,202413.0
14115,202304,PE,CONSULTORA,MASIVO,1078_1164_374898_374898,999,VOLUMEN,200110157,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KROMO FIRE PARF 90 ML,170.0,48.3,2.0,11706.0,0.715882,0.698125,0.002137,KROMO FIRE/ORIGIN,CABALLEROS,ANTES DE APARECER (NUEVO),202304.0
14116,202307,PE,CONSULTORA,MASIVO,4177_4970_394914_394914,999,VOLUMEN,200110157,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KROMO FIRE PARF 90 ML,170.0,50.99,10.0,1296.36,0.700059,0.700059,0.000217,KROMO FIRE/ORIGIN,CABALLEROS,ANTES DE APARECER (NUEVO),202304.0
14117,202302,PE,CONSULTORA,MASIVO,2705_3173_367916_367916,2,SET,P0289058009,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LL LIQUIDO TATTOO 6ML,55.0,14.06,1.0,2145.45,0.744364,0.744444,0.001353,COLORFIX,PARA LABIOS,A DESCONTINUAR CONGELADO,202414.0
14118,202216,PE,CONSULTORA,MASIVO,1169_1240_344217_344217,999,VOLUMEN,P0210085000,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LABIAL DUO TATTOO 2.8ML,50.0,16.63,3.0,69534.85,0.6674,0.6674,0.03696,COLORFIX,PARA LABIOS,ANTES DE APARECER (NUEVO),202504.0
14123,202210,PE,CONSULTORA,MASIVO,1056_1111_311535_311535,1,INDIVIDUAL,200064825,10,COSMETICOS,B,ESIKA,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,ES TAC MAX 25+ 200G,70.0,27.9,1.0,33736.75,0.601429,0.601429,0.011032,TRIPLE ACCIÓN MAX,PARA ROSTRO,INACTIVO,201401.0
14125,202317,PE,CONSULTORA,MASIVO,1334_1418_30943_30943,999,VOLUMEN,200106396,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES NATCARE COCONUT OCEAN 200ML,60.0,22.45,2.0,2036.12,0.625833,0.625833,0.000733,COLORS IN NATURE CC,FEMENINO,ACTIVO,202210.0
14127,202401,PE,CONSULTORA,MASIVO,2305_2439_40202_40202,3,SET,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,96.0,28.76,1.0,4727.82,0.700417,0.707927,0.001589,MERCI,DAMAS,INACTIVO,201401.0
14131,202214,PE,CONSULTORA,MASIVO,2918_3052_334944_334944,1,INDIVIDUAL,P0592889315,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,103,PULSERAS,0,0,,120.0,39.9,1.0,1048.12,0.6675,0.6675,0.000235,,,,
14132,202204,PE,CONSULTORA,MASIVO,1409_1555_283497_283497,999,VOLUMEN,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,125.0,24.99,8.0,185521.76,0.80008,0.848545,0.04656,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
14135,202302,PE,CONSULTORA,MASIVO,2256_2724_367467_367467,1,INDIVIDUAL,P0596048276,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,130.0,84.9,1.0,2446.3,0.346923,0.346923,0.000256,,,,
14141,202216,PE,CONSULTORA,MASIVO,1173_1251_344228_344228,999,VOLUMEN,200017521,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES SALVAJE TALCO PERF 140G,36.0,15.9,1.0,5037.96,0.558333,0.558333,0.002723,SALVAJE,TALCOS,Inactivo,
14142,202207,PE,CONSULTORA,MASIVO,2672_2777_299093_299093,1,INDIVIDUAL,P0531177042,20,ACCESORIOS,B,ESIKA,LENTES,20,LENTES,175,LENTES,0,0,,110.0,54.9,1.0,4001.49,0.500909,0.500909,0.000656,,,,
14145,202216,PE,CONSULTORA,MASIVO,1174_1256_344238_344238,999,VOLUMEN,200091328,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VIBRANZA 45ML,140.0,59.9,1.0,10301.65,0.572143,0.572143,0.001478,VIBRANZA,FEMENINO,ACTIVO,202001.0
14147,202311,PE,CONSULTORA,MASIVO,1062_1321_6433_6433,999,VOLUMEN,P0289058003,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,91,POLVOS,0,0,ES CFX POLVOS 10G,74.0,24.95,2.0,40677.38,0.662838,0.662838,0.01388,COLORFIX,PARA ROSTRO,ACTIVO,202217.0
14148,202209,PE,CONSULTORA,MASIVO,3443_3559_309148_309148,2,SET,200039966,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 500G,66.0,24.06,1.0,1386.52,0.635455,0.635357,0.000534,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202106.0
14149,202308,PE,CONSULTORA,MASIVO,3631_3788_3639_3639,2,SET,200076632,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES MEN ACTIVE 200 ML,62.0,18.7,1.0,190.2,0.698387,0.698883,8.8e-05,MEN,MASCULINO,INACTIVO,202215.0
14151,202213,PE,CONSULTORA,MASIVO,3513_3634_330417_330417,3,SET,200056741,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MINICHICS COL KELLY 120ML,44.0,14.95,1.0,1723.12,0.660227,0.660227,0.001012,MINI CHICS,NIÑOS-NIÑAS,Inactivo,
14153,202312,PE,CONSULTORA,MASIVO,1158_1250_10324_10324,999,VOLUMEN,200037734,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,240,BEBES,0,0,ES AGU SH MIEL 1L,72.0,27.47,2.0,88557.12,0.618472,0.637294,0.027332,AGU/UPA,SHAMPOO,Inactivo,
14154,202305,PE,CONSULTORA,MASIVO,3770_4695_383388_383388,999,VOLUMEN,P0210133000,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LABIAL 24HR 2G,46.0,11.0,2.0,2199.55,0.76087,0.731604,0.001765,COLORFIX,PARA LABIOS,A DESCONTINUAR CONGELADO,202413.0
14155,202218,PE,CONSULTORA,MASIVO,3694_3986_358604_358604,3,SET,200072913,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES COMFORCE COL XPLASH 120ML,44.0,16.87,1.0,1329.88,0.616591,0.616667,0.000676,COMANDO FORCE,UNISEX,ACTIVO,198601.0
14156,202205,PE,CONSULTORA,MASIVO,2589_2745_289366_289366,2,SET,200056155,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,ES MULTI VITAL 1L,50.0,19.93,1.0,2263.26,0.6014,0.621519,0.004621,MULTICARE,SHAMPOO,ACTIVO,201401.0
14157,202212,PE,CONSULTORA,MASIVO,3208_3325_324109_324109,2,SET,P0292139009,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES LABIAL HIDRACOLOR MATE 6ML,50.0,14.06,1.0,83.44,0.7188,0.718779,5.3e-05,ESIKA PRO,PARA LABIOS,A DESCONTINUAR CONGELADO,202409.0
14158,202305,PE,CONSULTORA,MASIVO,1494_1964_379958_379958,999,VOLUMEN,200092172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT DESO 50ML,18.0,8.9,1.0,1229.02,0.505556,0.530504,0.001219,MAGNAT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
14159,202214,PE,CONSULTORA,MASIVO,1181_1282_333448_333448,999,VOLUMEN,200084602,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES LEYENDA 100ML,160.0,44.965,3.0,41040.71,0.718969,0.718969,0.008174,LEYENDA,MASCULINO,INACTIVO,201608.0
14161,202208,PE,CONSULTORA,MASIVO,2329_2470_303198_303198,1,INDIVIDUAL,P0596048130,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,95.0,29.9,1.0,43736.79,0.685263,0.685263,0.012968,,,,
14162,202316,PE,CONSULTORA,MASIVO,1251_1320_26622_26622,999,VOLUMEN,200045540,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES KALOS SPORT TALCO PERF 140G,36.0,11.65,6.0,30082.2,0.676389,0.676389,0.021538,KALOS SPORT/WINNER SPORT,TALCOS,ACTIVO,202109.0
14163,202401,PE,CONSULTORA,MASIVO,1050_1097_38755_38755,2,SET,P0602155135,50,APOYO,B,ESIKA,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.709045,0.016777,,,,
14165,202204,PE,CONSULTORA,MASIVO,1359_1463_283319_283319,2,SET,200105329,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES EMOTIONS CALM PARF 45 ML,96.0,37.0,1.0,19192.14,0.614583,0.643651,0.004879,EMOTIONS CALM,DAMAS,LIQUIDACION CON PLAN,202116.0
14166,202305,PE,CONSULTORA,MASIVO,3756_4679_383366_383366,999,VOLUMEN,200106290,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES DORSAY INSPIRE PARF 90 ML,160.0,48.3,3.0,8350.4,0.698125,0.698125,0.001526,D'ORSAY INSPIRE,CABALLEROS,ACTIVO,202208.0
14167,202318,PE,CONSULTORA,MASIVO,1323_1404_35028_35028,999,VOLUMEN,200056743,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,ES MINICHI DESENRED 200ML,46.0,14.97,4.0,35473.69,0.674565,0.686492,0.020222,MINI CHICS,ACONDICIONADORES,,
14168,202318,PE,CONSULTORA,MASIVO,2551_2741_36389_36389,2,SET,200100407,10,COSMETICOS,B,ESIKA,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,ES VIBRANZA LOC PER 150ML,52.0,12.0,1.0,13760.01,0.769231,0.714063,0.009785,VIBRANZA,CUERPO,ANTES DE APARECER (NUEVO),201401.0
14169,202312,PE,CONSULTORA,MASIVO,1146_1203_10277_10277,999,VOLUMEN,200014172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES MOMENTOS TALCO PERF 140G,36.0,13.3,3.0,6561.18,0.630556,0.630556,0.004182,MOMENTOS / FANTASIA,TALCOS,INACTIVO,201401.0
14171,202301,PE,CONSULTORA,MASIVO,1118_1213_361140_361140,999,VOLUMEN,200093884,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA,0,0,ES MEN EXTREME 200ML,58.0,16.23,8.0,14246.84,0.720172,0.715679,0.008348,MEN EXTREME,MASCULINO,ACTIVO,201808.0
14173,202311,PE,CONSULTORA,MASIVO,1058_1313_6425_6425,999,VOLUMEN,P0210060001,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,ES DEL LIQ PTA PLUMON,48.0,14.95,2.0,20378.22,0.688542,0.774247,0.012682,ESIKA,PARA OJOS,INACTIVO,201401.0
14176,202301,PE,CONSULTORA,MASIVO,1104_1157_361078_361078,999,VOLUMEN,200045540,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES KALOS SPORT TALCO PERF 140G,36.0,11.65,6.0,30259.8,0.676389,0.676389,0.024696,KALOS SPORT/WINNER SPORT,TALCOS,ACTIVO,202109.0
14179,202404,PE,CONSULTORA,MASIVO,931_1018_55954_55954,999,VOLUMEN,200075012,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES DORSAYCLASS DESO 50ML,22.0,9.9,1.0,0.0,0.55,0.556503,0.0,D'ORSAY CLASS,DESODORANTES,ACTIVO,202115.0
14181,202305,PE,CONSULTORA,MASIVO,1511_2036_380070_380070,999,VOLUMEN,200084815,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,ES NATCARE ALV SH FORTALECE 1L,49.0,19.9,1.0,32272.17,0.593878,0.593878,0.014317,NATURAL CARE,SHAMPOO,DUAL PLANNING,201715.0
14182,202205,PE,CONSULTORA,MASIVO,1259_1396_287946_287946,999,VOLUMEN,200095364,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES NAT CA BERR ENER COL 200 ML,54.0,13.98,1.0,13425.64,0.741111,0.741111,0.008914,NATURAL CARE BERRY ENERGY,FEMENINO,INACTIVO,201916.0
14184,202214,PE,CONSULTORA,MASIVO,1131_1204_333357_333357,2,SET,200106284,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMPRED DEEP ROSÉ EDP 50 ML,109.0,28.91,1.0,44369.5,0.734771,0.734783,0.013744,IMPREDECIBLE DEEP ROSÉ,DAMAS,ACTIVO,202213.0
14187,202402,PE,CONSULTORA,MASIVO,2447_2614_43946_43946,1,INDIVIDUAL,200093863,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT SELECT DESO 50ML,18.0,8.9,1.0,278.98,0.505556,0.505556,0.000295,MAGNAT SELECT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
14188,202307,PE,CONSULTORA,MASIVO,3574_3735_393570_393570,3,SET,200056741,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MINICHICS COL KELLY 120ML,46.0,17.52,1.0,89.1,0.61913,0.619737,4.3e-05,MINI CHICS,NIÑOS-NIÑAS,Inactivo,
14189,202309,PE,CONSULTORA,MASIVO,1078_1137_401557_401557,2,SET,200038324,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES POUR LE BAIN 750ML,100.0,37.45,1.0,55162.91,0.6255,0.6255,0.0133,POUR LE BAIN,FAMILIAR BAÑO,ACTIVO,201817.0
14191,202316,PE,CONSULTORA,MASIVO,959_1017_26299_26299,1,INDIVIDUAL,200058967,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,55,NIÑOS-BEBES,0,0,ES AGU TALC LAVANDA 500G,59.0,25.9,1.0,101825.91,0.561017,0.561017,0.03279,AGU SUEÑ LAVA/ UPA SUEÑ LAVA,TALCOS,INACTIVO,
14192,202307,PE,CONSULTORA,MASIVO,1371_1480_391327_391327,999,VOLUMEN,200095771,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 230G,46.0,14.98,3.0,61651.9,0.674348,0.617857,0.035189,MULTICARE,TALCOS,ACTIVO,202109.0
14194,202314,PE,CONSULTORA,MASIVO,1323_1525_18777_18777,2,SET,200114940,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES EXPRE EDP CELEBRATE EDL50ML,100.0,26.65,1.0,87657.12,0.7335,0.733495,0.029257,EXPRESSION CELEBRATE,DAMAS,ACTIVO,202314.0
14197,202316,PE,CONSULTORA,MASIVO,1199_1257_26540_26540,2,SET,200106290,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES DORSAY INSPIRE PARF 90 ML,166.0,54.06,1.0,11956.45,0.674337,0.674348,0.001845,D'ORSAY INSPIRE,CABALLEROS,ACTIVO,202208.0
14198,202317,PE,CONSULTORA,MASIVO,1289_1368_30874_30874,2,SET,200063934,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES IMAGENES TALCO PERF 140G,36.0,15.27,1.0,15644.46,0.575833,0.709959,0.008284,IMAGENES / L'IMAGE,TALCOS,INACTIVO,201401.0
14199,202403,PE,CONSULTORA,MASIVO,3009_3240_48241_48241,2,SET,P0596048821,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,90.0,26.56,1.0,30613.6,0.704889,0.70493,0.015819,,,,
14200,202314,PE,CONSULTORA,MASIVO,1381_1597_18886_18886,999,VOLUMEN,200056617,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES EXPRESSION TALCO PERF 140G,36.0,15.9,1.0,4970.58,0.558333,0.558333,0.002725,EXPRESSION,TALCOS,INACTIVO,201401.0
14202,202311,PE,CONSULTORA,MASIVO,1042_1251_6363_6363,999,VOLUMEN,200093863,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT SELECT DESO 50ML,18.0,7.38,5.0,7439.21,0.59,0.608894,0.008585,MAGNAT SELECT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
14203,202302,PE,CONSULTORA,MASIVO,2703_3171_367914_367914,2,SET,200076632,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES MEN ACTIVE 200 ML,58.0,14.61,1.0,2513.15,0.748103,0.748165,0.001526,MEN,MASCULINO,INACTIVO,202215.0
14205,202303,PE,CONSULTORA,MASIVO,1222_1336_370169_370169,999,VOLUMEN,200051232,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES D'ORSAY PARF 90 ML,160.0,53.5,1.0,38856.38,0.665625,0.670136,0.006357,D'ORSAY,MASCULINO,ACTIVO,201813.0
14207,202206,PE,CONSULTORA,MASIVO,2454_2590_294283_294283,3,SET,200095184,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES NAT CAR FL BLOSS COL 200 ML,54.0,14.38,1.0,24.38,0.733704,0.723148,1.5e-05,NATURAL CARE FLORAL BLOSSOM,FEMENINO,INACTIVO,201902.0
14208,202314,PE,CONSULTORA,MASIVO,2804_3269_20774_20774,1,INDIVIDUAL,200043496,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES ITSYOU DESO 50ML,18.0,8.9,1.0,452.44,0.505556,0.50945,0.000443,YOU / IT'S YOU,DESODORANTES,Inactivo,
14209,202218,PE,CONSULTORA,MASIVO,4246_4607_359294_359294,999,VOLUMEN,P0292090009,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,ES MASCARA MEGA FULL CURVE 8G,56.0,14.9,3.0,606.08,0.733929,0.733929,0.000349,ESIKA,PARA OJOS,A DESCONTINUAR CONGELADO,202111.0
14211,202311,PE,CONSULTORA,MASIVO,2519_3061_8174_8174,1,INDIVIDUAL,P0521700240,20,ACCESORIOS,B,ESIKA,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,220.0,94.9,1.0,6433.61,0.568636,0.568636,0.000577,,,,
14212,202309,PE,CONSULTORA,MASIVO,1120_1216_401690_401690,999,VOLUMEN,200111352,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MAGNAT EXCLUSIVE EDT 90 ML,170.0,74.9,1.0,10663.03,0.559412,0.559412,0.001286,MAGNAT EXCLUSIVE,MASCULINO,ACTIVO,202308.0
14214,202311,PE,CONSULTORA,MASIVO,1018_1216_6330_6330,2,SET,200084784,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,ES NATCARE ALV SH NUTRICION 1L,50.0,20.0,1.0,66376.1,0.6,0.634,0.02825,NATURAL CARE,SHAMPOO,DUAL PLANNING,201715.0
14216,202318,PE,CONSULTORA,MASIVO,1324_1405_35029_35029,999,VOLUMEN,200017521,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES SALVAJE TALCO PERF 140G,36.0,15.9,1.0,5226.5,0.558333,0.558333,0.002806,SALVAJE,TALCOS,Inactivo,
14217,202307,PE,CONSULTORA,MASIVO,4127_4604_394548_394548,999,VOLUMEN,200096703,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 120G,29.0,11.45,2.0,310.54,0.605172,0.605172,0.000232,MULTICARE,TALCOS,ACTIVO,202109.0
14222,202317,PE,CONSULTORA,MASIVO,1285_1364_30870_30870,2,SET,200051232,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES D'ORSAY PARF 90 ML,166.0,67.57,1.0,36932.85,0.592952,0.599465,0.00442,D'ORSAY,MASCULINO,ACTIVO,201813.0
14223,202218,PE,CONSULTORA,MASIVO,3261_3553_358166_358166,1,INDIVIDUAL,P0596048264,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,100.0,29.9,1.0,23160.76,0.701,0.701,0.00746,,,,
