,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
805,202312,PE,CONSULTORA,MASIVO,1145_1201_10275_10275,999,VOLUMEN,200092172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT DESO 50ML,30.0,7.38,5.0,13734.23,0.754,0.754,0.015786,MAGNAT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
806,202205,PE,CONSULTORA,MASIVO,1243_1341_287829_287829,999,VOLUMEN,200046332,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES IMAGENES DESO 50ML,18.0,6.96,3.0,5362.91,0.613333,0.626537,0.00712,IMAGENES / L'IMAGE,DESODORANTES,INACTIVO,201401.0
809,202214,PE,CONSULTORA,MASIVO,1177_1261_333411_333411,999,VOLUMEN,200014172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES MOMENTOS TALCO PERF 140G,36.0,15.9,1.0,3812.1,0.558333,0.558333,0.002148,MOMENTOS / FANTASIA,TALCOS,INACTIVO,201401.0
810,202403,PE,CONSULTORA,MASIVO,2922_3153_47974_47974,2,SET,200112303,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES VIBRAN PERFUME EDL 45 ML,140.0,40.49,1.0,1269.47,0.710786,0.718205,0.00043,VIBRANZA,FEMENINO,A DESCONTINUAR CONGELADO,202305.0
811,202218,PE,CONSULTORA,MASIVO,3142_3434_358045_358045,1,INDIVIDUAL,P0596047609,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,497,ESTUCHE DE ARETES X7,0,0,,100.0,34.9,1.0,35436.36,0.651,0.651,0.008702,,,,
812,202317,PE,CONSULTORA,MASIVO,1356_1531_31105_31105,999,VOLUMEN,200109533,10,COSMETICOS,B,ESIKA,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,ES RITUALEZA ARAND PROB 2ML,26.5,1.37,4.0,8.12,0.948302,0.94189,4.8e-05,RITUALEZA ARANDANO,FRAGANCIAS,ACTIVO,202218.0
815,202206,PE,CONSULTORA,MASIVO,1292_1375_292792_292792,999,VOLUMEN,200056617,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES EXPRESSION TALCO PERF 140G,36.0,15.9,1.0,7839.83,0.558333,0.558333,0.004496,EXPRESSION,TALCOS,INACTIVO,201401.0
816,202403,PE,CONSULTORA,MASIVO,3360_3591_48785_48785,1,INDIVIDUAL,P0596048712,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,120.0,49.9,1.0,845.8,0.584167,0.587982,0.000233,,,,
817,202317,PE,CONSULTORA,MASIVO,2800_3027_32695_32695,3,SET,200058349,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES PULSO 100ML,166.0,43.9,1.0,17670.13,0.735542,0.69335,0.003255,PULSO,MASCULINO,ACTIVO,202105.0
819,202315,PE,CONSULTORA,MASIVO,2627_2951_24486_24486,2,SET,200112303,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES VIBRAN PERFUME EDL 45 ML,140.0,38.59,1.0,3760.51,0.724357,0.724351,0.000862,VIBRANZA,FEMENINO,A DESCONTINUAR CONGELADO,202305.0
822,202310,PE,CONSULTORA,MASIVO,3033_3306_408747_408747,2,SET,200058349,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES PULSO 100ML,166.0,53.0,1.0,13071.62,0.680723,0.685887,0.00211,PULSO,MASCULINO,ACTIVO,202105.0
823,202207,PE,CONSULTORA,MASIVO,1250_1288_297585_297585,999,VOLUMEN,200072538,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES TOTALSEC UNISEX DESO 50ML,18.0,6.58,5.0,5421.62,0.634444,0.96324,0.007949,TOTAL SEC,DESODORANTES,ACTIVO,202115.0
825,202315,PE,CONSULTORA,MASIVO,1119_1167_22670_22670,999,VOLUMEN,200096152,10,COSMETICOS,B,ESIKA,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,ES IMPREDECIBLE- PROB 2 ML,1.9,1.16,15.0,3.93,0.389474,0.7266,3e-05,IMPREDECIBLE,FRAGANCIAS,ANTES DE APARECER (NUEVO),201401.0
828,202207,PE,CONSULTORA,MASIVO,2664_2769_299085_299085,1,INDIVIDUAL,P0596048217,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,100.0,37.9,1.0,7516.07,0.621,0.621,0.001785,,,,
829,202217,PE,CONSULTORA,MASIVO,1423_1479_350818_350818,999,VOLUMEN,200056621,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES FIORI TALCO PERF 140G,36.0,15.9,1.0,11288.26,0.558333,0.558333,0.005871,FIORI,TALCOS,ACTIVO,201401.0
830,202217,PE,CONSULTORA,MASIVO,1354_1404_350719_350719,2,SET,P0289058009,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LL LIQUIDO TATTOO 6ML,55.0,15.09,1.0,9797.1,0.725636,0.7325,0.005541,COLORFIX,PARA LABIOS,A DESCONTINUAR CONGELADO,202414.0
831,202308,PE,CONSULTORA,MASIVO,1350_1417_1254_1254,1,INDIVIDUAL,P0292107001,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,20,BASE,0,0,ES BASE NATURAL MATTE 30G,86.0,35.9,1.0,26161.47,0.582558,0.582558,0.006312,ESIKA PRO,PARA ROSTRO,ACTIVO,202315.0
832,202211,PE,CONSULTORA,MASIVO,1104_1159_316874_316874,999,VOLUMEN,200056639,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES ALTHEUS DESO 50ML,18.0,7.38,5.0,6582.51,0.59,0.604,0.007983,ALTHEUS,DESODORANTES,ACTIVO,202115.0
833,202205,PE,CONSULTORA,MASIVO,1244_1343_287831_287831,999,VOLUMEN,200063934,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES IMAGENES TALCO PERF 140G,36.0,13.9,1.0,7009.1,0.613889,0.613889,0.004692,IMAGENES / L'IMAGE,TALCOS,INACTIVO,201401.0
834,202317,PE,CONSULTORA,MASIVO,1294_1373_30879_30879,2,SET,P0602155105,50,APOYO,B,ESIKA,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.689641,8.2e-05,,,,
836,202402,PE,CONSULTORA,MASIVO,2570_2737_43914_43914,3,SET,200093884,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA,0,0,ES MEN EXTREME 200ML,66.0,17.0,1.0,172.92,0.742424,0.73018,9.6e-05,MEN EXTREME,MASCULINO,ACTIVO,201808.0
838,202404,PE,CONSULTORA,MASIVO,931_1019_55955_55955,999,VOLUMEN,200059112,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES EXUS DESO 50ML,22.0,7.63,3.0,0.0,0.653182,0.658193,0.0,EROS/EXUS,DESODORANTES,,201401.0
840,202317,PE,CONSULTORA,MASIVO,2789_3016_32672_32672,3,SET,200109443,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES VIBRANZA ADDICT PARF 45 ML,140.0,38.6,1.0,3434.55,0.724286,0.724309,0.000719,VIBRANZA ADDICTION,FEMENINO,ACTIVO,202306.0
842,202210,PE,CONSULTORA,MASIVO,1139_1206_311672_311672,999,VOLUMEN,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,95.0,27.8,3.0,113441.32,0.707368,0.707368,0.037224,MERCI,DAMAS,INACTIVO,201401.0
843,202209,PE,CONSULTORA,MASIVO,3403_3519_309108_309108,2,SET,200056621,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES FIORI TALCO PERF 140G,36.0,10.12,1.0,5628.16,0.718889,0.704605,0.00515,FIORI,TALCOS,ACTIVO,201401.0
844,202209,PE,CONSULTORA,MASIVO,3396_3512_309101_309101,2,SET,200058353,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES PULSO DESO 50ML,18.0,5.53,1.0,3254.5,0.692778,0.705063,0.005448,PULSO,DESODORANTES,ACTIVO,202115.0
845,202204,PE,CONSULTORA,MASIVO,1401_1518_283428_283428,999,VOLUMEN,200010080,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES FIORI 50ML,95.0,19.975,3.0,141988.04,0.789737,0.789737,0.050172,FIORI,DAMAS,ACTIVO,202202.0
846,202217,PE,CONSULTORA,MASIVO,3120_3613_353007_353007,2,SET,200039966,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 500G,66.0,26.46,1.0,27083.71,0.599091,0.599107,0.008463,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202106.0
848,202402,PE,CONSULTORA,MASIVO,2258_2425_43519_43519,1,INDIVIDUAL,200037125,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,240,BEBES,0,0,ES AGU SH MANZANILLA 1L,72.0,24.9,1.0,135422.73,0.654167,0.654167,0.051137,AGU/UPA,SHAMPOO,INACTIVO,201401.0
852,202204,PE,CONSULTORA,MASIVO,1397_1506_283409_283409,999,VOLUMEN,200043487,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES FIORI DESO 50ML,18.0,6.96,3.0,6984.82,0.613333,0.630145,0.00944,FIORI,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
855,202204,PE,CONSULTORA,MASIVO,2629_2806_284870_284870,1,INDIVIDUAL,P0596048066,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,80.0,34.9,1.0,19226.8,0.56375,0.56375,0.005182,,,,
856,202304,PE,CONSULTORA,MASIVO,1035_1102_374826_374826,2,SET,P0602155155,50,APOYO,B,ESIKA,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,219,ANÁLOGO,0,0,,210.0,45.0,1.0,208813.18,0.785714,0.737105,0.040903,,,,
858,202215,PE,CONSULTORA,MASIVO,3059_3170_340326_340326,1,INDIVIDUAL,P0596048068,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,115.0,34.9,1.0,4289.06,0.696522,0.696522,0.001058,,,,
861,202208,PE,CONSULTORA,MASIVO,1199_1273_301952_301952,999,VOLUMEN,200043496,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES ITSYOU DESO 50ML,18.0,7.63,3.0,3130.53,0.576111,0.919574,0.003636,YOU / IT'S YOU,DESODORANTES,Inactivo,
864,202217,PE,CONSULTORA,MASIVO,1407_1457_350778_350778,3,SET,P0210085000,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,ES CFX LABIAL DUO TATTOO 2.8ML,52.0,13.9,1.0,20885.94,0.732692,0.718548,0.014389,COLORFIX,PARA LABIOS,ANTES DE APARECER (NUEVO),202504.0
865,202301,PE,CONSULTORA,MASIVO,2780_3255_363214_363214,1,INDIVIDUAL,P0521700126,20,ACCESORIOS,B,ESIKA,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,190.0,74.9,1.0,46079.46,0.605789,0.605789,0.00585,,,,
867,202309,PE,CONSULTORA,MASIVO,2698_3256_404192_404192,2,SET,200091328,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VIBRANZA 45ML,140.0,33.9,1.0,39819.53,0.757857,0.773182,0.010606,VIBRANZA,FEMENINO,ACTIVO,202001.0
869,202309,PE,CONSULTORA,MASIVO,3251_3876_404978_404978,999,VOLUMEN,200039963,10,COSMETICOS,B,ESIKA,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,ES SEDA & ORO 210ML,58.0,25.9,1.0,21.95,0.553448,0.553448,8e-06,BODYGLOW,CUERPO,ACTIVO,202009.0
870,202307,PE,CONSULTORA,MASIVO,4120_4484_394428_394428,999,VOLUMEN,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,130.0,38.88,1.0,790.8,0.700923,0.702501,0.000174,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
873,202308,PE,CONSULTORA,MASIVO,1443_1575_1426_1426,999,VOLUMEN,200106398,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES NAT CA BERR ENER COL 200 ML,58.0,12.45,2.0,7706.62,0.785345,0.785345,0.002959,COLORS IN NATURE CC,FEMENINO,ACTIVO,202210.0
875,202307,PE,CONSULTORA,MASIVO,3503_3664_393515_393515,2,SET,200091328,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VIBRANZA 45ML,140.0,41.64,1.0,1835.07,0.702571,0.702589,0.000377,VIBRANZA,FEMENINO,ACTIVO,202001.0
877,202206,PE,CONSULTORA,MASIVO,1290_1371_292788_292788,999,VOLUMEN,200091328,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VIBRANZA 45ML,139.0,35.98,5.0,13354.64,0.741151,0.751648,0.003384,VIBRANZA,FEMENINO,ACTIVO,202001.0
878,202206,PE,CONSULTORA,MASIVO,2441_2577_294258_294258,3,SET,200040880,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES CARDIGAN 90ML,106.0,35.0,1.0,17202.8,0.669811,0.699727,0.004481,CARDIGAN,MASCULINO,INACTIVO,201401.0
879,202302,PE,CONSULTORA,MASIVO,2263_2731_367474_367474,1,INDIVIDUAL,P0521700196,20,ACCESORIOS,B,ESIKA,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,190.0,129.9,1.0,3742.72,0.316316,0.316316,0.000256,,,,
880,202214,PE,CONSULTORA,MASIVO,2886_3020_334912_334912,1,INDIVIDUAL,P0596047771,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,494,ESTUCHE DE ARETES X3,0,0,,75.0,29.9,1.0,2229.92,0.601333,0.601333,0.000668,,,,
883,202210,PE,CONSULTORA,MASIVO,1104_1159_311597_311597,2,SET,200051232,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES D'ORSAY PARF 90 ML,160.0,65.53,1.0,43313.56,0.590438,0.590449,0.00603,D'ORSAY,MASCULINO,ACTIVO,201813.0
885,202218,PE,CONSULTORA,MASIVO,1266_1479_355803_355803,2,SET,200043493,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES SALVAJE DESO 50ML,18.0,5.48,1.0,14729.29,0.695556,0.701274,0.023056,SALVAJE,DESODORANTES,Inactivo,
889,202315,PE,CONSULTORA,MASIVO,1119_1168_22671_22671,999,VOLUMEN,200109533,10,COSMETICOS,B,ESIKA,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,ES RITUALEZA ARAND PROB 2ML,26.5,1.02,20.0,4.32,0.961509,0.74747,3.7e-05,RITUALEZA ARANDANO,FRAGANCIAS,ACTIVO,202218.0
891,202303,PE,CONSULTORA,MASIVO,2735_3229_372111_372111,1,INDIVIDUAL,P0521700216,20,ACCESORIOS,B,ESIKA,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,185.0,74.9,1.0,51664.88,0.595135,0.595135,0.006038,,,,
892,202210,PE,CONSULTORA,MASIVO,1062_1117_311541_311541,1,INDIVIDUAL,P0596048117,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,120.0,54.9,1.0,29174.2,0.5425,0.5425,0.004847,,,,
896,202214,PE,CONSULTORA,MASIVO,1176_1259_333409_333409,999,VOLUMEN,200092172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT DESO 50ML,18.0,7.63,3.0,1757.38,0.576111,0.586637,0.002064,MAGNAT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
897,202305,PE,CONSULTORA,MASIVO,1494_1966_379960_379960,999,VOLUMEN,200051355,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES KALOS SPORT DESO 50ML,18.0,7.38,5.0,60130.99,0.59,0.610688,0.071937,KALOS SPORT/WINNER SPORT,DESODORANTES,Inactivo,
898,202305,PE,CONSULTORA,MASIVO,3146_4045_382552_382552,2,SET,200095771,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 230G,46.0,16.1,1.0,16177.75,0.65,0.65,0.008872,MULTICARE,TALCOS,ACTIVO,202109.0
900,202304,PE,CONSULTORA,MASIVO,2846_3345_377052_377052,2,SET,200046830,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMAGENES 50ML,140.0,39.9,1.0,11022.13,0.715,0.678929,0.002436,IMAGENES / L'IMAGE,DAMAS,INACTIVO,201401.0
901,202404,PE,CONSULTORA,MASIVO,931_1018_55954_55954,999,VOLUMEN,200043493,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES SALVAJE DESO 50ML,22.0,9.9,1.0,0.0,0.55,0.556503,0.0,SALVAJE,DESODORANTES,Inactivo,
902,202316,PE,CONSULTORA,MASIVO,1257_1340_26646_26646,999,VOLUMEN,200084602,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES LEYENDA 100ML,166.0,44.97,1.0,11356.78,0.729096,0.714195,0.002106,LEYENDA,MASCULINO,INACTIVO,201608.0
903,202303,PE,CONSULTORA,MASIVO,1216_1300_370129_370129,999,VOLUMEN,200106279,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES COLORS GOLDVANIL COL 200 ML,54.0,18.89,2.0,12551.77,0.650185,0.650168,0.005816,COLORS IN NATURE VANILLA,FEMENINO,ACTIVO,202213.0
907,202210,PE,CONSULTORA,MASIVO,1139_1204_311670_311670,999,VOLUMEN,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,95.0,20.07,4.0,98329.3,0.788737,0.758946,0.044623,MERCI,DAMAS,INACTIVO,201401.0
908,202307,PE,CONSULTORA,MASIVO,1237_1294_391099_391099,1,INDIVIDUAL,200035113,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,240,BEBES,0,0,ES AGU SH LAVANDA 1L,72.0,32.9,1.0,48455.48,0.543056,0.543056,0.012592,AGU SUEÑ LAVA/ UPA SUEÑ LAVA,SHAMPOO,INACTIVO,201401.0
909,202217,PE,CONSULTORA,MASIVO,1423_1480_350819_350819,999,VOLUMEN,200014172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES MOMENTOS TALCO PERF 140G,36.0,13.3,3.0,6401.36,0.630556,0.630556,0.003979,MOMENTOS / FANTASIA,TALCOS,INACTIVO,201401.0
911,202318,PE,CONSULTORA,MASIVO,1326_1411_35035_35035,999,VOLUMEN,200046331,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES VANILLA SCE DESO 50ML,18.0,8.9,1.0,3656.9,0.505556,0.505556,0.003522,VANILLA SCENT,DESODORANTES,,201404.0
913,202204,PE,CONSULTORA,MASIVO,1407_1550_283477_283477,999,VOLUMEN,200039966,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 500G,64.0,16.65,5.0,352862.95,0.739844,0.739844,0.16615,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202106.0
917,202401,PE,CONSULTORA,MASIVO,1109_1165_38849_38849,999,VOLUMEN,200046332,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES IMAGENES DESO 50ML,18.0,7.38,5.0,25407.45,0.59,0.601549,0.033292,IMAGENES / L'IMAGE,DESODORANTES,INACTIVO,201401.0
921,202315,PE,CONSULTORA,MASIVO,1131_1210_22713_22713,999,VOLUMEN,200056636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES SALVAJE 100ML,80.0,20.38,13.0,306594.99,0.74525,0.74525,0.133135,SALVAJE,MASCULINO,INACTIVO,201401.0
922,202318,PE,CONSULTORA,MASIVO,1258_1335_34933_34933,2,SET,200099703,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MIA MINI 7.5ML,64.0,16.82,1.0,19736.76,0.737188,0.740149,0.010017,MIA,FEMENINO,ACTIVO,202003.0
923,202318,PE,CONSULTORA,MASIVO,1257_1334_34932_34932,2,SET,200098555,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES VIBRANZA BLANC 45ML,140.0,48.92,1.0,26617.27,0.650571,0.656284,0.004643,VIBRANZA BLANC,FEMENINO,ACTIVO,202106.0
927,202316,PE,CONSULTORA,MASIVO,1202_1260_26543_26543,2,SET,200056740,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MINICHICS COL RUBI 120ML,52.0,17.16,1.0,32366.16,0.67,0.670079,0.015734,MINI CHICS,NIÑOS-NIÑAS,,
929,202312,PE,CONSULTORA,MASIVO,1142_1192_10266_10266,999,VOLUMEN,200064292,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,72,FIJADOR,0,0,ES COMFORCE GEL 80G,36.0,14.97,4.0,5966.68,0.584167,0.686492,0.00406,COMANDO FORCE,ARMADORES,INACTIVO,201401.0
932,202401,PE,CONSULTORA,MASIVO,1115_1185_38869_38869,999,VOLUMEN,200058349,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES PULSO 100ML,168.0,45.0,1.0,14188.03,0.732143,0.718958,0.003047,PULSO,MASCULINO,ACTIVO,202105.0
933,202312,PE,CONSULTORA,MASIVO,1121_1164_10235_10235,2,SET,200090097,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES LEYENDA MINI 10ML,64.0,20.1,1.0,14663.2,0.685938,0.700385,0.006186,LEYENDA,MASCULINO,INACTIVO,201401.0
934,202206,PE,CONSULTORA,MASIVO,2104_2240_293715_293715,1,INDIVIDUAL,P0508676000,30,MODA,B,ESIKA,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,90.0,54.9,1.0,29220.49,0.39,0.39,0.004852,,,,
935,202218,PE,CONSULTORA,MASIVO,1280_1493_355817_355817,2,SET,200046830,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMAGENES 50ML,140.0,45.58,1.0,53478.73,0.674429,0.679679,0.009872,IMAGENES / L'IMAGE,DAMAS,INACTIVO,201401.0
938,202211,PE,CONSULTORA,MASIVO,2795_2913_318669_318669,2,SET,200056741,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MINICHICS COL KELLY 120ML,44.0,14.0,1.0,17019.57,0.681818,0.664925,0.01088,MINI CHICS,NIÑOS-NIÑAS,Inactivo,
940,202401,PE,CONSULTORA,MASIVO,1124_1226_38914_38914,999,VOLUMEN,200056258,10,COSMETICOS,B,ESIKA,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,ES EXPRES LOC PER 150ML,52.0,0.0,1.0,0.0,1.0,0.711184,0.01722,EXPRESSION,CUERPO,Inactivo,
941,202311,PE,CONSULTORA,MASIVO,2728_3270_8383_8383,2,SET,P0596048693,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,90.0,30.9,1.0,7306.95,0.656667,0.683803,0.002027,,,,
942,202308,PE,CONSULTORA,MASIVO,4161_4363_4305_4305,999,VOLUMEN,200084785,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,ES ESENS OLEO 60ML,54.0,24.5,1.0,415.21,0.546296,0.546296,0.000146,ÉSENS PRO,TRATAMIENTO CAPILAR,ANTES DE APARECER (NUEVO),201401.0
