,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
5973,202318,PE,CONSULTORA,MASIVO,1351_1511_35180_35180,999,VOLUMEN,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,40.0,10.0,1.0,23946.77,0.75,0.642308,0.020446,STUDIO LOOK,,,
5982,202402,PE,CONSULTORA,MASIVO,1212_1283_42303_42303,999,VOLUMEN,200106357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AUTENTIK EDP 45 ML,90.0,25.96,3.0,5931.4,0.711556,0.689474,0.002151,AUTENTIK,DAMAS,ACTIVO,202210.0
5983,202306,PE,CONSULTORA,MASIVO,1264_1703_385294_385294,999,VOLUMEN,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,80.0,23.98,5.0,20320.04,0.70025,0.699499,0.007376,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
5984,202315,PE,CONSULTORA,MASIVO,1149_1269_22779_22779,999,VOLUMEN,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,84.0,35.9,1.0,2403.2,0.572619,0.577647,0.000592,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
5985,202218,PE,CONSULTORA,MASIVO,1332_1551_355892_355892,999,VOLUMEN,200060612,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ XYB CLARITY ROLL ON 50ML,22.0,7.38,5.0,15011.07,0.664545,0.5941,0.017441,XPRESS YOUR BODY,DESODORANTES,INACTIVO,202112.0
5987,202314,PE,CONSULTORA,MASIVO,2788_3253_20742_20742,3,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,27.02,1.0,1488.49,0.682118,0.675649,0.00048,DANCING NIGHT,DAMAS,INACTIVO,198601.0
5991,202312,PE,CONSULTORA,MASIVO,1145_1199_10273_10273,999,VOLUMEN,200067317,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ GIRLINK ROLL ON 50ML,30.0,8.9,1.0,2103.66,0.703333,0.703333,0.002005,GIRLINK,DESODORANTES,INACTIVO,201401.0
5995,202204,PE,CONSULTORA,MASIVO,1418_1582_283532_283532,999,VOLUMEN,P0509018000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,103.0,46.9,1.0,78307.5,0.54466,0.54466,0.017675,,,,
5999,202306,PE,CONSULTORA,MASIVO,1239_1666_385248_385248,2,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,27.92,1.0,51263.68,0.671529,0.679518,0.015998,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6003,202302,PE,CONSULTORA,MASIVO,2808_3276_368046_368046,3,SET,210097536,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,42,LIMPIADORAS,0,0,CZ MYMO CR SCRUB SANDIA 180G,52.0,17.97,1.0,2863.24,0.654423,0.654455,0.001413,CYZONE,CUERPO,ACTIVO,202407.0
6004,202312,PE,CONSULTORA,MASIVO,2803_3381_12526_12526,3,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,33.0,1.0,2153.68,0.611765,0.567532,0.00056,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6016,202309,PE,CONSULTORA,MASIVO,3348_4201_405303_405303,999,VOLUMEN,200089510,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,CZ BE SEXY OLEO CONTROL 60ML,46.0,18.85,2.0,287.55,0.590217,0.590217,0.000138,BE SEXY,TRATAMIENTO CAPILAR,LIQUIDACION CON PLAN,201715.0
6021,202210,PE,CONSULTORA,MASIVO,3342_3459_314152_314152,3,SET,P0132057001,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LL MATE 2G,36.0,9.95,1.0,6575.45,0.723611,0.715714,0.007313,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202105.0
6025,202302,PE,CONSULTORA,MASIVO,2791_3259_368016_368016,3,SET,P0216059001,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ CY PLAY MASCARA INFINITY 8G,37.0,12.49,1.0,16728.42,0.662432,0.662406,0.011884,CY PLAY,PARA OJOS,A DESCONTINUAR CONGELADO,202215.0
6029,202302,PE,CONSULTORA,MASIVO,2243_2711_367454_367454,1,INDIVIDUAL,P0772492186,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,526,OTROS,0,0,,72.0,32.9,1.0,24645.96,0.543056,0.543056,0.006645,,,,
6033,202403,PE,CONSULTORA,MASIVO,2725_2956_47941_47941,1,INDIVIDUAL,P0509654514,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,139.0,57.9,1.0,45389.7,0.583453,0.583453,0.010759,,,,
6040,202317,PE,CONSULTORA,MASIVO,2783_3010_32662_32662,3,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,15.24,1.0,28925.88,0.746,0.745918,0.015342,PRINTS,DAMAS,INACTIVO,198601.0
6046,202214,PE,CONSULTORA,MASIVO,1176_1258_333408_333408,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,8.9,1.0,2329.87,0.505556,0.517832,0.003036,NITRO,DESODORANTES,INACTIVO,201401.0
6058,202306,PE,CONSULTORA,MASIVO,1265_1706_385297_385297,999,VOLUMEN,200060612,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ XYB CLARITY ROLL ON 50ML,22.0,7.38,5.0,12911.86,0.664545,0.599879,0.015231,XPRESS YOUR BODY,DESODORANTES,INACTIVO,202112.0
6061,202310,PE,CONSULTORA,MASIVO,3429_3709_409246_409246,999,VOLUMEN,P0509654288,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,82.0,34.95,2.0,21681.74,0.57378,0.57378,0.005309,,,,
6066,202308,PE,CONSULTORA,MASIVO,4212_4929_4871_4871,999,VOLUMEN,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,32.62,5.0,138.22,0.620698,0.620435,3.7e-05,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
6070,202315,PE,CONSULTORA,MASIVO,1136_1229_22739_22739,999,VOLUMEN,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,80.0,21.1,3.0,71824.95,0.73625,0.7468,0.030094,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
6076,202307,PE,CONSULTORA,MASIVO,4179_4975_394919_394919,999,VOLUMEN,200060357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS SEXY 200ML,52.0,15.3,3.0,1011.4,0.705769,0.705769,0.000565,BERRYLICIOUS,FAMILIAR BAÑO,Inactivo,
6081,202217,PE,CONSULTORA,MASIVO,3297_3790_353202_353202,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,11.95,1.0,19601.2,0.685526,0.685526,0.013633,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
6083,202308,PE,CONSULTORA,MASIVO,4195_4799_4741_4741,999,VOLUMEN,200091709,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FIST 50ML,74.0,22.2,4.0,150.5,0.7,0.7,5.8e-05,FIST,CABALLEROS,ACTIVO,201808.0
6089,202308,PE,CONSULTORA,MASIVO,4194_4703_4645_4645,999,VOLUMEN,200106357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AUTENTIK EDP 45 ML,90.0,28.9,3.0,661.23,0.678889,0.678889,0.000197,AUTENTIK,DAMAS,ACTIVO,202210.0
6094,202216,PE,CONSULTORA,MASIVO,4133_4995_348537_348537,999,VOLUMEN,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,52.0,17.3,3.0,11478.91,0.667308,0.667308,0.005722,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
6098,202206,PE,CONSULTORA,MASIVO,1143_1214_292591_292591,1,INDIVIDUAL,P0509592000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,243,BILLETERA,0,0,,73.0,34.9,1.0,187502.71,0.521918,0.521918,0.048974,,,,
6106,202312,PE,CONSULTORA,MASIVO,1139_1182_10253_10253,991,INDIVIDUAL,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,39.9,1.0,49904.24,0.530588,0.653043,0.010605,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6109,202402,PE,CONSULTORA,MASIVO,1213_1285_42305_42305,999,VOLUMEN,200094941,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE WARM 200ML,52.0,21.9,1.0,4788.48,0.578846,0.578846,0.002056,TASTE WARM,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
6111,202301,PE,CONSULTORA,MASIVO,1117_1204_361131_361131,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,34.9,1.0,5265.21,0.56375,0.56375,0.001434,SWEET BLACK,DAMAS,ACTIVO,201714.0
6120,202214,PE,CONSULTORA,MASIVO,1116_1189_333318_333318,1,INDIVIDUAL,210098496,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO V2 SCRUB LAVANDA 180G,50.0,20.9,1.0,5844.32,0.582,0.582,0.002504,CYZONE,MANOS,LIQUIDACIÓN,202210.0
6129,202308,PE,CONSULTORA,MASIVO,4213_4932_4874_4874,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,16.63,2.0,53926.57,0.722833,0.73027,0.027952,PRINTS,DAMAS,INACTIVO,198601.0
6132,202308,PE,CONSULTORA,MASIVO,4157_4344_4286_4286,999,VOLUMEN,P0132056003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,382,MULTIFUNCIONAL,0,0,CZ SL PALETA PERFIL ROSTRO 11G,84.0,33.6,3.0,85.42,0.6,0.6,2.2e-05,STUDIO LOOK,,,
6133,202403,PE,CONSULTORA,MASIVO,3302_3533_48538_48538,3,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,88.0,25.66,1.0,2457.71,0.708409,0.70969,0.001314,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
6134,202204,PE,CONSULTORA,MASIVO,1399_1513_283416_283416,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,9.98,5.0,497169.11,0.722778,0.722778,0.475879,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
6138,202303,PE,CONSULTORA,MASIVO,1184_1234_370027_370027,2,SET,P0602155153,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.671062,0.010993,,,,
6145,202316,PE,CONSULTORA,MASIVO,1207_1265_26548_26548,2,SET,210098496,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO V2 SCRUB LAVANDA 180G,56.0,19.9,1.0,6257.66,0.644643,0.646903,0.002622,CYZONE,MANOS,LIQUIDACIÓN,202210.0
6147,202209,PE,CONSULTORA,MASIVO,3554_3670_309324_309324,1,INDIVIDUAL,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,79.0,32.9,1.0,362.44,0.583544,0.557796,0.000102,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6150,202207,PE,CONSULTORA,MASIVO,1221_1255_297524_297524,2,SET,210097548,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,42,LIMPIADORAS,0,0,CZ MYMO CR SCRUB LAVANDA 60G,48.9,16.2,1.0,12370.7,0.668712,0.707946,0.006873,CYZONE,CUERPO,LIQUIDACIÓN,202202.0
6155,202310,PE,CONSULTORA,MASIVO,2900_3173_408612_408612,1,INDIVIDUAL,P0509654017,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,400,CANGURO,0,0,,85.0,42.9,1.0,4835.83,0.495294,0.495294,0.000965,,,,
6157,202307,PE,CONSULTORA,MASIVO,4218_5087_395031_395031,999,VOLUMEN,200080243,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,390,ALISANTES ONDULANTES,0,0,CZ BE SEXY PROTECT TERMO 105ML,42.0,18.5,3.0,188.12,0.559524,0.559524,8.7e-05,BE SEXY,ARMADORES,INACTIVO,201502.0
6163,202317,PE,CONSULTORA,MASIVO,1339_1436_30961_30961,999,VOLUMEN,200094936,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE COOL 200ML,52.0,18.3,3.0,8840.7,0.648077,0.636079,0.003906,TASTE COOL,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
6171,202307,PE,CONSULTORA,MASIVO,4084_4267_394211_394211,999,VOLUMEN,200099099,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ADVENTURE 100ML,86.0,35.25,2.0,119.5,0.590116,0.590116,2.9e-05,NITRO ADVENTURE,CABALLEROS,LIQUIDACION CON PLAN,202005.0
6173,202312,PE,CONSULTORA,MASIVO,1141_1189_10260_10260,999,VOLUMEN,200103454,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ PURE VIBES PROB 2ML,1.9,0.88,30.0,0.75,0.536842,0.536842,7e-06,PURE VIBES,FRAGANCIAS,LIQUIDACIÓN,202106.0
6177,202215,PE,CONSULTORA,MASIVO,3314_3425_340801_340801,2,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,79.0,24.9,1.0,1666.9,0.68481,0.604835,0.000577,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6178,202214,PE,CONSULTORA,MASIVO,3351_3485_335852_335852,3,SET,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,40.0,1.0,5763.0,0.587629,0.647647,0.00129,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
6183,202402,PE,CONSULTORA,MASIVO,1209_1275_42295_42295,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,7.38,5.0,15367.12,0.59,0.60025,0.019585,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
6185,202309,PE,CONSULTORA,MASIVO,3290_4042_405144_405144,999,VOLUMEN,200088457,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FORZE 50ML,76.0,28.9,2.0,146.94,0.619737,0.619737,4.6e-05,FORZE,CABALLEROS,LIQUIDACIÓN,201706.0
6189,202204,PE,CONSULTORA,MASIVO,3702_3884_285977_285977,999,VOLUMEN,P0509018000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,103.0,46.9,1.0,72662.53,0.54466,0.54466,0.015507,,,,
6192,202316,PE,CONSULTORA,MASIVO,1166_1224_26507_26507,2,SET,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,24.95,1.0,18349.63,0.742784,0.718079,0.006135,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
6196,202206,PE,CONSULTORA,MASIVO,1306_1430_292880_292880,999,VOLUMEN,200041665,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HER 75ML,74.0,19.95,1.0,9384.95,0.730405,0.737171,0.004288,BLUE&BLUE FOR HER,DAMAS,Inactivo,
6203,202312,PE,CONSULTORA,MASIVO,1156_1245_10319_10319,999,VOLUMEN,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,80.0,0.0,2.0,0.25,1.0,0.72016,0.005374,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
6205,202401,PE,CONSULTORA,MASIVO,1120_1209_38897_38897,999,VOLUMEN,200097947,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK INTENSE 50ML,80.0,20.0,1.0,20594.24,0.75,0.6804,0.009953,SWEET BLACK INTENSE,DAMAS,ACTIVO,201912.0
6210,202206,PE,CONSULTORA,MASIVO,1288_1365_292782_292782,999,VOLUMEN,P0132058003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,16,PRODUCTO PARA CEJAS,0,0,CZ SL DUAL CEJAS 1.5G,45.0,14.98,4.0,7269.24,0.667111,0.667111,0.004813,STUDIO LOOK,PARA OJOS,LIQUIDACIÓN,202110.0
6211,202304,PE,CONSULTORA,MASIVO,2768_3267_377108_377108,2,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,24.65,1.0,13369.6,0.71,0.71,0.004781,DANCING NIGHT,DAMAS,INACTIVO,198601.0
6214,202301,PE,CONSULTORA,MASIVO,1117_1205_361132_361132,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,24.97,2.0,28439.04,0.687875,0.687917,0.010829,SWEET BLACK,DAMAS,ACTIVO,201714.0
6220,202314,PE,CONSULTORA,MASIVO,2636_3101_20591_20591,1,INDIVIDUAL,P0509654348,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,108.0,44.9,1.0,3158.15,0.584259,0.584259,0.000613,,,,
6221,202403,PE,CONSULTORA,MASIVO,1335_1403_46225_46229,3,SET,P0509654265,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,77.0,46.9,1.0,11447.85,0.390909,0.563261,0.00335,,,,
6223,202403,PE,CONSULTORA,MASIVO,1301_1369_46184_46184,2,SET,P0602155112,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.695911,0.005572,,,,
6225,202204,PE,CONSULTORA,MASIVO,1412_1568_283518_283518,999,VOLUMEN,200091709,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FIST 50ML,71.0,32.9,1.0,4544.44,0.53662,0.551771,0.0013,FIST,CABALLEROS,ACTIVO,201808.0
6234,202204,PE,CONSULTORA,MASIVO,1315_1419_283266_283266,1,INDIVIDUAL,200105035,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,58,ANTI ACNE,0,0,CZ SKINF CR TRATA PURIFICA 15G,30.0,11.9,1.0,2157.26,0.603333,0.603333,0.001706,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202114.0
6235,202307,PE,CONSULTORA,MASIVO,4111_4417_394361_394361,999,VOLUMEN,200105035,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,58,ANTI ACNE,0,0,CZ SKINF CR TRATA PURIFICA 15G,34.0,13.6,3.0,414.95,0.6,0.6,0.000261,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202114.0
6240,202214,PE,CONSULTORA,MASIVO,2855_2989_335335_335335,1,INDIVIDUAL,P0509531000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,143.0,64.9,1.0,52800.0,0.546154,0.546154,0.008219,,,,
6245,202211,PE,CONSULTORA,MASIVO,3030_3148_318864_318864,3,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,84.0,28.0,1.0,12054.83,0.666667,0.675194,0.003851,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
6250,202305,PE,CONSULTORA,MASIVO,3775_4701_383398_383398,999,VOLUMEN,200095157,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MISS SEXY CR 130ML,38.0,10.3,3.0,4111.71,0.728947,0.728947,0.003523,MISS SEXY,CUERPO,ACTIVO,201401.0
6251,202308,PE,CONSULTORA,MASIVO,4221_4952_4894_4894,999,VOLUMEN,200106378,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FORZE UNLIMITED EDT 50 ML,74.0,28.25,2.0,47.88,0.618243,0.618243,1.5e-05,FORZE UNLIMITED,CABALLEROS,A DESCONTINUAR CONGELADO,202206.0
6252,202205,PE,CONSULTORA,MASIVO,1228_1325_287791_287791,1,INDIVIDUAL,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,32.9,1.0,4182.0,0.555405,0.567105,0.001175,SWEET BLACK,DAMAS,ACTIVO,201714.0
6258,202303,PE,CONSULTORA,MASIVO,1178_1228_370021_370021,2,SET,200042737,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ IN LOVE 50ML,80.0,25.8,1.0,36791.02,0.6775,0.69187,0.012543,IN LOVE,DAMAS,LIQUIDACIÓN,201903.0
6267,202306,PE,CONSULTORA,MASIVO,1264_1702_385293_385293,999,VOLUMEN,200041665,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HER 75ML,80.0,26.63,3.0,10487.57,0.667125,0.666291,0.00343,BLUE&BLUE FOR HER,DAMAS,Inactivo,
6268,202317,PE,CONSULTORA,MASIVO,2534_2761_32367_32367,1,INDIVIDUAL,P0596048598,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,100.0,39.9,1.0,2468.15,0.601,0.601,0.0005,,,,
6270,202210,PE,CONSULTORA,MASIVO,3020_3137_313648_313648,1,INDIVIDUAL,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,74.0,19.9,1.0,31513.29,0.731081,0.731081,0.014449,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
6273,202210,PE,CONSULTORA,MASIVO,1077_1132_311556_311556,1,INDIVIDUAL,P0509562000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,154.0,72.9,1.0,174652.06,0.526623,0.526623,0.031944,,,,
6277,202316,PE,CONSULTORA,MASIVO,2881_3056_28336_28336,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,15.0,1.0,15404.56,0.75,0.714013,0.008567,PRINTS,DAMAS,INACTIVO,198601.0
6278,202316,PE,CONSULTORA,MASIVO,1193_1251_26534_26534,2,SET,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,40.0,12.76,1.0,13296.74,0.681,0.6808,0.008694,STUDIO LOOK,,,
